Role,Age,Gender,Occupation,Personality Traits,Communication Style,Interests and Hobbies,Educational Background,Cultural Background,Language Proficiency,Technology Savviness,Preferred Communication Medium,Lifestyle,Values and Beliefs,Relationship Status,Economic Status,Health and Wellness,Time Availability,Problem-solving Approach,Capital improvement project,Infiltration policy,Freeboard policy,Buyouts,Future Buyout,Recreational investment,Shelter Small,Basketball Small,Football,Open Area Small,Shelter Medium,Soccer Small,Volleyball Small,Exercise Area Small,Picnic Area,Playground Large,Shelter Large,Soccer Large,Track,Trail Small,Amphitheater,Open Area Large,Playground Small,Soccer Medium,Softball/Baseball Small,Trail Medium,Trail Large
Role605,20,male,Doctor,Innovative,Humorous,Cooking,Bachelor,Eastern,Mandarin,Novice,Mixed,Sedentary,Atheism,Divorced,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role606,28,genderqueer,Doctor,Innovative,Informal,Cooking,High School,Middle Eastern,French,Novice,Mixed,Sedentary,Christianity,Widowed,Middle income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role607,68,female,Artist,Introverted,Empathetic,Traveling,High School,Eastern,Mandarin,Novice,Text,Sedentary,Atheism,In a relationship,Middle income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role608,63,nondisclosed,Teacher,Extroverted,Humorous,Painting,Bachelor,African,Mandarin,Novice,Mixed,Active,Islam,Single,High income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Role609,21,male,Doctor,Traditional,Direct,Reading,High School,Western,French,Intermediate,Mixed,Active,Islam,In a relationship,Middle income,Average health,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role610,55,nondisclosed,Teacher,Innovative,Formal,Video Games,High School,Middle Eastern,Spanish,Intermediate,Text,Active,Atheism,In a relationship,Middle income,Average health,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role611,27,female,Engineer,Introverted,Formal,Cooking,Bachelor,African,French,Intermediate,Voice,Active,Christianity,Married,High income,Average health,Sporadic,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role612,46,female,Engineer,Introverted,Direct,Sports,Graduate Degree,African,Spanish,Novice,Mixed,Sedentary,Islam,Single,High income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role613,45,male,Doctor,Innovative,Empathetic,Video Games,High School,Eastern,French,Intermediate,Mixed,Sedentary,Islam,Single,Middle income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role614,61,male,Teacher,Extroverted,Direct,Painting,Graduate Degree,African,French,Expert,Text,Sedentary,Islam,Divorced,Low income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role615,63,genderqueer,Teacher,Innovative,Direct,Reading,Graduate Degree,Middle Eastern,Spanish,Expert,Text,Active,Christianity,Married,High income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role616,53,genderqueer,Student,Extroverted,Informal,Sports,Bachelor,Middle Eastern,French,Novice,Video,Active,Environmentalism,Widowed,Middle income,Healthy,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role617,50,male,Student,Traditional,Informal,Cooking,High School,Middle Eastern,French,Intermediate,Text,Active,Islam,Single,High income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role618,74,male,Student,Innovative,Empathetic,Traveling,Bachelor,Western,Spanish,Intermediate,Voice,Sedentary,Environmentalism,Single,High income,Average health,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role619,49,genderqueer,Engineer,Innovative,Direct,Reading,Bachelor,African,Spanish,Intermediate,Video,Sedentary,Atheism,Single,High income,Average health,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role620,69,male,Teacher,Innovative,Humorous,Traveling,High School,Eastern,French,Novice,Video,Sedentary,Atheism,In a relationship,High income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
Role621,71,female,Artist,Introverted,Direct,Reading,High School,African,Mandarin,Novice,Mixed,Sedentary,Environmentalism,Widowed,High income,Average health,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role622,62,male,Engineer,Traditional,Formal,Reading,Bachelor,Western,English,Intermediate,Voice,Sedentary,Islam,Married,Low income,Health-conscious,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role623,39,female,Retired,Introverted,Mixed,Reading,Graduate Degree,Middle Eastern,English,Intermediate,Mixed,Active,Atheism,Divorced,Middle income,Healthy,Full-time,Collaborative,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role624,73,female,Doctor,Traditional,Humorous,Reading,Graduate Degree,Eastern,Spanish,Intermediate,Voice,Active,Humanism,Widowed,Middle income,Healthy,Part-time,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role625,41,nondisclosed,Artist,Traditional,Formal,Sports,High School,Eastern,Spanish,Intermediate,Voice,Sedentary,Atheism,Single,Middle income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role626,35,male,Retired,Introverted,Informal,Cooking,Graduate Degree,Western,Mandarin,Expert,Mixed,Sedentary,Atheism,Divorced,High income,Average health,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Role627,38,nondisclosed,Artist,Extroverted,Mixed,Video Games,High School,Middle Eastern,English,Novice,Video,Sedentary,Humanism,In a relationship,Middle income,Healthy,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role628,57,nondisclosed,Retired,Traditional,Formal,Cooking,Graduate Degree,Middle Eastern,Mandarin,Expert,Voice,Active,Environmentalism,Married,Middle income,Average health,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role629,69,male,Student,Extroverted,Direct,Painting,Bachelor,African,Mandarin,Intermediate,Video,Sedentary,Islam,Single,Low income,Average health,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role630,71,genderqueer,Student,Extroverted,Mixed,Cooking,Bachelor,Eastern,Mandarin,Intermediate,Voice,Sedentary,Christianity,In a relationship,Middle income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role631,24,genderqueer,Artist,Introverted,Mixed,Cooking,High School,Western,Spanish,Intermediate,Text,Sedentary,Christianity,Married,Middle income,Average health,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role632,26,female,Teacher,Traditional,Direct,Cooking,Bachelor,Eastern,Spanish,Intermediate,Mixed,Active,Atheism,In a relationship,High income,Healthy,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role633,18,female,Doctor,Extroverted,Formal,Painting,Bachelor,Western,French,Novice,Mixed,Sedentary,Atheism,In a relationship,Middle income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role634,56,nondisclosed,Scientist,Innovative,Empathetic,Cooking,High School,Middle Eastern,French,Intermediate,Text,Sedentary,Atheism,In a relationship,High income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Role635,64,male,Artist,Innovative,Humorous,Traveling,Bachelor,African,Spanish,Expert,Voice,Sedentary,Atheism,In a relationship,Low income,Healthy,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role636,22,male,Engineer,Traditional,Empathetic,Video Games,Bachelor,Western,Mandarin,Expert,Video,Sedentary,Environmentalism,Single,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role637,36,genderqueer,Teacher,Introverted,Formal,Reading,High School,Western,English,Expert,Mixed,Active,Environmentalism,Widowed,High income,Average health,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role638,18,female,Scientist,Extroverted,Informal,Traveling,High School,African,French,Novice,Text,Active,Atheism,Divorced,Low income,Average health,Sporadic,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role639,45,female,Teacher,Introverted,Empathetic,Painting,Bachelor,Eastern,Spanish,Novice,Mixed,Active,Christianity,Widowed,Low income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role640,76,nondisclosed,Scientist,Traditional,Humorous,Video Games,Graduate Degree,Middle Eastern,Mandarin,Expert,Text,Sedentary,Atheism,Widowed,High income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role641,41,nondisclosed,Retired,Extroverted,Humorous,Sports,Bachelor,Middle Eastern,French,Intermediate,Text,Sedentary,Islam,Single,High income,Healthy,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role642,21,nondisclosed,Scientist,Introverted,Humorous,Sports,Bachelor,Western,Mandarin,Intermediate,Mixed,Active,Atheism,Single,High income,Health-conscious,Sporadic,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role643,31,female,Scientist,Traditional,Informal,Reading,Graduate Degree,African,Mandarin,Intermediate,Mixed,Active,Environmentalism,In a relationship,Middle income,Health-conscious,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role644,53,nondisclosed,Retired,Traditional,Formal,Traveling,Graduate Degree,Western,French,Expert,Mixed,Sedentary,Atheism,Single,Low income,Average health,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role645,52,male,Artist,Innovative,Mixed,Sports,Bachelor,Eastern,Mandarin,Intermediate,Text,Sedentary,Islam,Divorced,Middle income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Role646,25,nondisclosed,Scientist,Traditional,Formal,Painting,Graduate Degree,Middle Eastern,English,Intermediate,Text,Active,Atheism,Widowed,Middle income,Healthy,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role647,67,genderqueer,Doctor,Innovative,Humorous,Painting,High School,Western,Spanish,Novice,Mixed,Sedentary,Christianity,Married,Low income,Healthy,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role648,56,genderqueer,Artist,Extroverted,Humorous,Cooking,Bachelor,African,Spanish,Novice,Text,Sedentary,Humanism,Single,Low income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role649,74,female,Retired,Traditional,Formal,Cooking,Bachelor,Middle Eastern,French,Intermediate,Mixed,Active,Humanism,Divorced,High income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role650,66,female,Retired,Introverted,Empathetic,Video Games,High School,Middle Eastern,French,Expert,Video,Sedentary,Atheism,Married,High income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role651,65,nondisclosed,Student,Extroverted,Formal,Video Games,Bachelor,African,Spanish,Novice,Mixed,Sedentary,Humanism,Divorced,High income,Average health,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role652,56,genderqueer,Scientist,Innovative,Formal,Reading,Bachelor,Middle Eastern,Spanish,Intermediate,Text,Active,Atheism,In a relationship,High income,Healthy,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role653,31,male,Teacher,Introverted,Direct,Reading,High School,Middle Eastern,Spanish,Intermediate,Mixed,Active,Humanism,Single,High income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role654,48,nondisclosed,Doctor,Extroverted,Humorous,Reading,Bachelor,African,Mandarin,Expert,Video,Sedentary,Environmentalism,Divorced,Middle income,Healthy,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role655,19,female,Doctor,Innovative,Empathetic,Cooking,Bachelor,African,English,Novice,Voice,Sedentary,Atheism,Divorced,Middle income,Average health,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role656,79,male,Scientist,Innovative,Empathetic,Cooking,Bachelor,Middle Eastern,French,Novice,Video,Sedentary,Environmentalism,Divorced,Middle income,Average health,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role657,75,male,Doctor,Extroverted,Formal,Cooking,Bachelor,Middle Eastern,French,Intermediate,Text,Active,Environmentalism,Divorced,Low income,Average health,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role658,31,nondisclosed,Artist,Introverted,Formal,Cooking,Bachelor,African,English,Novice,Video,Active,Atheism,Widowed,Low income,Average health,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role659,34,female,Artist,Extroverted,Mixed,Cooking,Bachelor,Eastern,Spanish,Novice,Mixed,Active,Humanism,Married,Middle income,Healthy,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role660,64,nondisclosed,Engineer,Innovative,Humorous,Reading,High School,Western,English,Expert,Video,Active,Atheism,Widowed,Middle income,Healthy,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role661,50,genderqueer,Scientist,Extroverted,Humorous,Video Games,Bachelor,Eastern,Spanish,Expert,Text,Active,Atheism,Divorced,Middle income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role662,53,male,Teacher,Traditional,Informal,Painting,Graduate Degree,African,Mandarin,Expert,Voice,Active,Islam,In a relationship,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role663,31,nondisclosed,Doctor,Extroverted,Humorous,Traveling,High School,Eastern,Mandarin,Expert,Text,Sedentary,Atheism,In a relationship,Low income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role664,75,female,Doctor,Traditional,Empathetic,Traveling,Graduate Degree,Western,English,Expert,Voice,Active,Atheism,Widowed,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role665,35,genderqueer,Doctor,Introverted,Informal,Video Games,Graduate Degree,Middle Eastern,Mandarin,Expert,Voice,Active,Christianity,Divorced,Low income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role666,64,male,Artist,Innovative,Humorous,Video Games,High School,Western,English,Novice,Video,Sedentary,Environmentalism,Widowed,High income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role667,21,male,Engineer,Traditional,Empathetic,Sports,Graduate Degree,African,English,Expert,Voice,Sedentary,Atheism,Single,High income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role668,24,female,Retired,Innovative,Empathetic,Video Games,High School,Western,English,Intermediate,Voice,Sedentary,Christianity,Divorced,Middle income,Healthy,Full-time,Analytical,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role669,31,genderqueer,Scientist,Extroverted,Formal,Reading,Bachelor,Eastern,French,Expert,Mixed,Sedentary,Christianity,Married,High income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role670,80,male,Artist,Extroverted,Informal,Cooking,Graduate Degree,African,Spanish,Novice,Voice,Sedentary,Christianity,Single,Low income,Average health,Sporadic,Collaborative,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role671,58,genderqueer,Artist,Traditional,Empathetic,Traveling,Graduate Degree,Eastern,Spanish,Novice,Mixed,Sedentary,Humanism,Divorced,Low income,Health-conscious,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role672,42,female,Scientist,Traditional,Informal,Sports,Bachelor,Western,English,Novice,Text,Sedentary,Islam,Divorced,Middle income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role673,59,genderqueer,Engineer,Introverted,Direct,Traveling,Bachelor,Western,Mandarin,Novice,Voice,Active,Christianity,Divorced,High income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role674,64,nondisclosed,Scientist,Traditional,Formal,Sports,High School,Eastern,Mandarin,Intermediate,Mixed,Sedentary,Atheism,In a relationship,Middle income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role675,59,female,Scientist,Traditional,Informal,Painting,Graduate Degree,Middle Eastern,Spanish,Intermediate,Video,Active,Christianity,Widowed,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Role676,58,female,Engineer,Extroverted,Formal,Reading,Graduate Degree,Western,French,Expert,Text,Sedentary,Islam,Single,Middle income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role677,67,male,Engineer,Extroverted,Direct,Sports,High School,African,Spanish,Intermediate,Text,Sedentary,Atheism,In a relationship,Middle income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
Role678,77,nondisclosed,Retired,Extroverted,Direct,Painting,Graduate Degree,Western,Mandarin,Expert,Video,Sedentary,Humanism,Married,High income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
Role679,43,female,Teacher,Introverted,Formal,Painting,Bachelor,Middle Eastern,French,Novice,Voice,Active,Islam,Divorced,Low income,Average health,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role680,23,genderqueer,Student,Introverted,Formal,Sports,High School,Eastern,French,Novice,Voice,Sedentary,Atheism,Divorced,Low income,Healthy,Part-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role681,65,genderqueer,Engineer,Innovative,Direct,Traveling,Bachelor,Eastern,French,Expert,Video,Sedentary,Christianity,Divorced,High income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
Role682,48,female,Engineer,Extroverted,Empathetic,Cooking,High School,Eastern,English,Intermediate,Text,Active,Atheism,Single,Low income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role683,49,nondisclosed,Artist,Traditional,Empathetic,Reading,Graduate Degree,Middle Eastern,French,Intermediate,Voice,Active,Environmentalism,Single,Middle income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role684,38,nondisclosed,Engineer,Innovative,Informal,Traveling,Graduate Degree,Western,Mandarin,Expert,Voice,Active,Environmentalism,Widowed,Low income,Average health,Full-time,Creative,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role685,39,genderqueer,Artist,Introverted,Informal,Sports,Graduate Degree,Western,Mandarin,Novice,Mixed,Active,Environmentalism,Single,Low income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role686,31,female,Retired,Extroverted,Informal,Sports,Graduate Degree,Western,Mandarin,Intermediate,Text,Sedentary,Environmentalism,In a relationship,Middle income,Average health,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
Role687,35,nondisclosed,Retired,Innovative,Empathetic,Traveling,High School,Middle Eastern,French,Intermediate,Voice,Sedentary,Islam,Divorced,Low income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role688,68,female,Engineer,Traditional,Empathetic,Video Games,Graduate Degree,African,French,Novice,Text,Active,Environmentalism,Divorced,Middle income,Healthy,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role689,63,female,Student,Innovative,Humorous,Reading,Graduate Degree,Eastern,Spanish,Novice,Mixed,Sedentary,Atheism,Single,Middle income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role690,30,female,Teacher,Introverted,Mixed,Video Games,Bachelor,Eastern,Mandarin,Expert,Video,Sedentary,Humanism,Married,Low income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role691,21,female,Teacher,Traditional,Humorous,Sports,Graduate Degree,African,Spanish,Expert,Mixed,Active,Islam,Widowed,High income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role692,35,male,Student,Extroverted,Informal,Reading,High School,Western,Spanish,Intermediate,Mixed,Active,Christianity,Single,High income,Average health,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role693,62,genderqueer,Teacher,Extroverted,Formal,Reading,High School,Eastern,Spanish,Expert,Mixed,Active,Atheism,In a relationship,Low income,Average health,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Role694,61,nondisclosed,Doctor,Traditional,Humorous,Sports,Graduate Degree,Middle Eastern,French,Expert,Text,Sedentary,Islam,Single,Low income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role695,78,female,Teacher,Innovative,Direct,Video Games,Graduate Degree,Western,Mandarin,Novice,Video,Sedentary,Christianity,Married,Low income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role696,49,nondisclosed,Engineer,Traditional,Formal,Sports,Bachelor,Middle Eastern,Spanish,Expert,Video,Active,Humanism,In a relationship,Middle income,Average health,Full-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role697,70,nondisclosed,Retired,Extroverted,Mixed,Traveling,High School,Middle Eastern,Mandarin,Expert,Voice,Sedentary,Humanism,Single,Low income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role698,73,female,Retired,Innovative,Direct,Reading,Graduate Degree,Middle Eastern,Spanish,Expert,Voice,Sedentary,Islam,Single,High income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role699,35,genderqueer,Teacher,Introverted,Empathetic,Traveling,Graduate Degree,Middle Eastern,Spanish,Novice,Voice,Active,Christianity,Divorced,Low income,Average health,Sporadic,Practical,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role700,27,genderqueer,Artist,Innovative,Direct,Reading,Graduate Degree,Middle Eastern,French,Intermediate,Video,Active,Christianity,Married,Middle income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
